0,"Overall, the Bank judges that the amount of excess capacity remained material in the fourth quarter of 2015, between 3/4 and 1 3/4 per cent."
1,"The recent depreciation of the Canadian dollar, which has reversed a small part of the earlier deterioration in Canada's competitiveness, should help to promote stronger growth in exports."
0,There continued to be a substantial amount of excess supply in the Canadian economy in the third quarter.
1,"Economic activity picked up significantly in the second half of 1996, broadly in line with expectations."
0,"Chinese authorities have implemented measures to restrain aggregate demand and price increases, although further actions are assumed."
0,Their efforts to contain these pressures are being complicated in some cases by a lack of exchange rate flexibility.
0,"Underlying inflationary pressures remain subdued in light of persistent excess capacity, particularly in the labour markets of a number of advanced economies, where wage growth remains weak."
1,Temporary tax reductions that were announced late last year will also provide a significant boost to consumption in 2011.
1,"For many exporters, the lower exchange rate has boosted margins and cash flow expressed in Canadian dollars."
1,This effect is expected to be offset by the gradual absorption of excess supply.
1,"Gains in non-resource employment have averaged almost 20,000 jobs per month since the beginning of the year."
0,"Global output is now projected to fall by 0.8 per cent in 2009, and to increase by a more modest 2.2 per cent in 2010 - well below the rate of growth of global potential output."
1,"As well, the ongoing strength in the US labour market and the creation of new businesses may draw discouraged workers back into the labour force."
1,"Over the second half of 1997, the underlying momentum of the economy remained robust."
1,"This projection implies that the estimated margin of unused capacity would be absorbed during this period, with growth at the upper end of the range moving the economy towards its production capacity at a faster rate."
0,Recent monthly data on goods exports have disappointed.
0,"On the downside, global private demand around the world, including in the United States, may be insufficient to sustain the recovery."
0,"The quarterly variability is exacerbated by the economic effects of the devastating wildfires in Alberta, which are estimated to have subtracted about 1 percentage point from GDP growth in the second quarter."
0,The insufficient capacity is exacerbated by major refinery outages on the U.S. west coast and in the Midwest.
0,"The expected deceleration of the U.S. economy, in addition to reduced stimulus from the earlier depreciation of the Canadian dollar, should begin to ease export growth some time this year."
0,These measures leave the level of real GDP 0.3 per cent lower at the end of 2018.
1,"Unlike the situation in most other advanced economies, Canadian consumers can readily obtain credit, as evidenced by the continued brisk pace in its growth."
1,"Final domestic demand also rose considerably, especially at the beginning of the year."
1,"Analysis suggests that incorporating these new measures, as well as the recent measures introduced at the provincial level, into the projection results in a contribution to GDP growth of government spending of 0.5 percentage points in 2016 and 0.6 percentage points in 2017."
1,"Economic growth in the euro area and Japan is expected to average around 1 1/2 per cent and less than 1 per cent, respectively, over the projection horizon."
0,"The broad forces of household, bank and sovereign deleveraging will continue to restrain growth in many advanced economies."
0,These policy actions came in response to weak current and expected domestic activity and the consequent downward pressures on future inflation.
1,All measures of wages have picked up in recent months and are now more consistent with other indicators of tightness in labour markets.
0,"Growth in the euro-area economy will likely remain anemic, owing to high debt levels, tight credit conditions and weak labour markets."
1,"The outlook for growth in the major advanced countries in 2009 and 2010 remains broadly unchanged from the April Report, but the risk of a sustained economic decline has diminished considerably."
0,This growth projection for 2005 is also lower than the latest Consensus outlook.
1,"Imports continued to show strong growth in the last six months of 1999 and in early 2000, mainly reflecting the rapid advance in domestic demand for import-intensive items such as machinery and equipment and motor vehicles."
0,These developments have been reflected in tighter credit conditions across a broad range of markets.
1,The Bank now projects that economic expansion in both the United States and Canada will begin to strengthen towards the end of this year and will be above the growth of potential output during 2004.
1,"At this pace, capacity pressures will intensify."
1,The surge in world energy prices improved Canada's terms of trade (the price of exports relative to the price of imports) considerably in the second half of 2005.
1,"Further economic growth abroad, especially in the United States, should lead to increased demand for Canadian exports."
0,"Although Canada has limited direct trade and financial exposure to Europe, if a euro-area country or large bank were to lose access to debt markets, leading to a sudden loss of confidence, financial contagion to the United States could cause U.S. credit spreads to widen and equity prices to fall."
1,Others may choose instead to increase their spending on goods and services.
0,"With positive revisions to potential output and a lower-than-expected level of GDP, the Bank judges that the output gap in the first quarter of 2018 was between -0.75 and +0.25 per cent."
0,"The growth of business investment is expected to slow through to the end of 1999, with the extent of the slowdown a function of the state of business confidence."
1,Economic activity has grown strongly in recent quarters.
1,"The major European economies, by contrast, continue to exhibit positive momentum although at a somewhat slower pace, with growth in 2001 expected to centre on 2.5 per cent."
0,The global expansion has been held back for the past several years by three headwinds.
0,"In March, amid renewed signs of pressure in term money markets, central banks again intervened in a coordinated effort to support the financial system through the introduction of a number of additional measures to address the liquidity needs of financial institutions."
0,Historical experience underscores the considerable uncertainty associated with crude oil prices.
1,"The risks to the outlook remain elevated, although they have diminished somewhat since the July Report, with accumulating evidence of a recovery in the global and Canadian economies."
0,China's GDP growth is expected to slow from 6.9 per cent in 2015 to 6.3 per cent in 2018 - a decline that is somewhat more gradual than anticipated in the January Report.
0,"However, recent developments have led firms in the energy sector to further reduce their expectations for oil prices over the near to medium term."
1,The gains in net trade resulting from the depreciation of the euro and the yen should provide some offset to the lingering headwinds in these regions.
0,"However, there has been significant market differentiation among EMEs: those with weaker economic fundamentals, such as large fiscal and current account deficits, high inflation and declining growth prospects, have been the most affected."
1,"Capacity utilization in many non-energy industries has also increased in recent quarters, a precursor to greater investment spending."
1,"In Canada, the economic recovery is proceeding somewhat more rapidly than the Bank had projected in January and the profile for growth is more front-loaded."
1,"Income gains from lower gasoline prices are being used either to boost current spending or to repay debt or increase savings, thus improving consumers' ability to spend in future years."
0,September's terrorist attacks and their aftermath have had a further significant negative impact on the U.S. economy.
1,"Together with services exports, several goods components, such as aircraft and related parts and pharmaceutical and medicinal products, are expected to lead the recovery in non-commodity exports."
0,"In the United States, the anticipated fiscal consolidation should lead to increased national savings, but the negative effect of higher oil prices on the terms of trade is expected to delay the improvement in the current account balance."
1,New fiscal stimulus measures are also being implemented in a number of countries.
1,The results of the Spring 2015 Trade Confidence Index survey conducted by Export Development Canada provide corroborating evidence that the positive effects of the lower dollar for Canadian exporters are becoming more evident.
1,This is expected to have a positive impact on Canada's terms of trade.
1,"To reinforce its conditional commitment to maintain the overnight rate at 1/4 per cent, the Bank will roll over a portion of its existing stock of 1 - and 3-month term purchase and resale agreements (PRAs) into 6 - and 12-month terms at minimum and maximum bid rates that correspond to the target rate and the Bank rate, respectively."
1,"Profits have risen sharply, particularly in the resource and manufacturing sectors."
0,The downward pressure on prices principally reflects a significant amount of excess supply in the economy and heightened competition in the retail sector.
0,The Bank's conventional measure of the output gap suggests that the economy was operating 3.7 per cent below its production potential in the fourth quarter of 2009.
1,"While these increases have been consistent with expectations at the time of the April Report, price developments for many services have been slightly firmer than expected, although wage growth has remained modest."
0,"The 12-month rate of change in total CPI troughed at -0.9 per cent in the quarter, as a result of large year-over-year declines in energy prices."
0,The pace of business investment is projected to moderate in 2001.
0,The lower rate of growth projected for the first half of 2005 stems mainly from the anticipated slowing in the rate of inventory accumulation.
0,"Excess supply in the economy, together with moderate growth in labour compensation and dissipating pressures from commodity prices, is anticipated to result in a moderation in both total and core CPI inflation to below 2 per cent around mid-2012."
0,"Correlations among global asset price movements, together with diminished liquidity in some markets, may make asset prices and capital flows susceptible to sharp movements should new economic data be disappointing."
1,The economy would then continue to operate at about full capacity through to the end of 2008.
1,The continued slowing in household credit growth and the rise in mortgage interest rates point to a gradual unwinding of household imbalances.
1,"Over the projection horizon, exports are forecast to grow by a modest 2.5 per cent, led by strengthening global demand."
1,The main upside risks to inflation are that domestic and international developments will generate more demand for Canadian goods and services than is currently anticipated.
1,"Total CPI inflation is also projected to decline in the near term to close to 2 per cent, in part reflecting lower core inflation, and to remain around the target over the balance of the projection horizon."
0,"At this time, the key issue in the conduct of monetary policy in Canada is the extent of the current slowdown in the pace of economic activity stemming primarily from developments in the United States."
0,This was less than anticipated in both the last Report and the January Update.
0,"Since the July Update, the outlook for the U.S. economy has weakened because of greater-than-expected slowing in the housing sector."
1,"However, some non-energy commodity firms face more-favourable conditions."
0,"Final domestic demand is expected to contract until the third quarter of 2009, owing to persistent weakness in private domestic demand."
0,"Overall, the U.S. economy is expected to grow by around 1 1/2 per cent this year, before strengthening to around 3 per cent in 2015 and 2016, a lower rate of growth than anticipated at the time of the April Report."
1,"In addition, the Bank's summer Business Outlook Survey (available on the Bank's website under Publications and Research > Periodicals > BOS Summer 2011) finds that the proportion of firms indicating that they would have difficulty responding to an unexpected increase in demand has risen above its historical average."
1,"Canada's exports have rebounded, reflecting renewed economic growth in the United States since the last quarter of 2001."
0,"At the same time, growth in final domestic demand in Canada has weakened over the past year."
1,The continued strength in commodity prices since the January Update has reflected the robust global economy.
1,"In contrast, business investment has increased, but by less than expected, despite strong corporate balance sheets."
0,"Overall, growth should slow to around 1 per cent over 2018-19, reflecting demographics and other structural factors, and a sluggish pace of nominal wage increases."
0,"This projected fiscal drag includes the winding down of stimulus programs introduced during the recession, the expiration of payroll tax reductions at the end of 2012 and sequestration cuts starting in 2013."
1,"The latest crude oil futures curve, however, suggests that prices will be higher than previously anticipated."
1,"Near-term housing activity elsewhere is expected to remain high, supported by very low mortgage rates, although the extent to which the downturn already evident in Alberta will spill over into other regions remains to be seen."
1,Strong money growth over this period is largely due to the easing in monetary conditions.
0,Growth in net exports is expected to slow over the projection period in response to an appreciation of the Chinese real effective exchange rate.
0,"The drag from previous tax increases and spending cuts is expected to amount to 1.8 percentage points in 2013, and then to decline to 0.8 percentage points in 2014 and zero in 2015."
1,"The strength of demand in China helped raise the prices of base metals, while both livestock and pulp prices have recovered in the face of reduced supplies."
0,The loss of income and wealth associated with the deterioration in the terms of trade will have a dampening effect on spending.
1,"On balance, after several years of strong growth, business fixed investment showed little change over this period."
0,"Wage growth has also continued to be moderate, consistent with the persistence of slack in the labour market."
1,"Moreover, recent data from the Bank's autumn Business Outlook Survey, which show that the indicators of labour shortages and capacity pressures have increased, are consistent with a gap near the lower end of this range."
1,"For example, greater-than-anticipated foreign demand for Canadian exports could translate into increased business investment and net firm creation, which could result in higher productivity and potential output."
0,"As a result, a broader range of goods and services will be taxed in Ontario and British Columbia."
1,The very substantial increases in both full-time jobs and hiring by firms (as opposed to self-employment) have kept consumer confidence high.
0,"Nevertheless, firms directly or indirectly exposed to the energy sector reported a tightening in credit conditions."
1,The Bank continues to expect moderate economic growth through 2011 and 2012.
0,"In this context, persistent productivity underperformance and stronger relative wage gains in Canada have been working to gradually erode the competitiveness of Canadian exports, despite the depreciation of the Canadian dollar in recent years."
0,"However, the softness in exports in the third quarter was also attributable to such temporary factors as the idling of oil pipelines."
0,The General Motors strike in October led to a temporary decrease in automotive export volumes - and output - in the fourth quarter of 1996.
1,"Nonetheless, the Bank continues to expect modest growth in exports over the projection horizon, owing to the upward trajectory of U.S. activity, the composition of which is still projected to shift in a relatively favourable manner for Canadian exporters."
1,"Aggregate demand, output, and employment grew more rapidly than expected, while core inflation remained low, below projected levels."
0,"Overall, growth in consumption is expected to ease as growth in disposable income gradually slows, partly as the effect of the introduction of the Canada Child Benefit fades."
1,"Available information suggests that real GDP growth for the first quarter of 2001 will be in a range of 1.25 to 2.25 per cent, with robust gains in final domestic demand partly offset by sluggish exports and further reductions in inventory investment."
0,"The Japanese economy is still fragile, however: the financial sector requires further restructuring, and household spending remains weak."
1,"The overall improvement reflected a recovery in the terms of trade, chiefly because of rising commodity prices."
1,"In this context, the Canadian economy is forecast to operate with somewhat less slack throughout the projection horizon than indicated in the January base-case scenario, largely reflecting the slightly higher level of economic activity seen recently."
0,"Weak labour market conditions continue to restrain household income, with the level of employment still 4.5 million below its previous peak."
0,The combination of healthy corporate profits and some delay by businesses in carrying out their investment plans in the face of economic and geopolitical uncertainty has resulted in very slow growth in the demand for total non-financial business credit over the past few months.
1,"Indeed, the Bank's outlook for growth through 2002 and 2003, combined with the unexpected strength of real GDP at the end of last year, implies that the amount of economic slack should be absorbed faster than was anticipated at the time of the last Report."
1,"In Southeast Asia, financial markets have stabilized, progress is being made on structural reforms, and prospects are good for a gradual recovery through this year and next."
0,Global growth prospects have weakened since April.
1,"Because the boost to Canadian exports from the anticipated continuing recovery in the U.S. economy will be dampened by the earlier appreciation of the Canadian dollar, much of the growth in aggregate demand will have to come from domestic sources."
0,"As noted earlier, total CPI inflation has fallen much more rapidly than the core rate, to -0.9 per cent in the third quarter of 2009, reflecting large year-over-year drops in energy prices."
0,"Sales of existing homes and new motor vehicles in these provinces are down by more than 15 per cent since last November, in contrast to modest increases at the national level."
1,Volatility in these markets has remained low.
0,"Given the magnitude and pace of the commodity price decline and the complexity and protracted nature of the adjustment process - with important structural and cyclical implications - there is particular uncertainty about the recovery in aggregate demand and economic activity, the level and evolution of potential output, and thus the timing of the economy's return to full potential."
1,"While strong actions taken by governments and central banks to support financial institutions have led to some retracement in these spreads, it is expected that spreads will be reduced only slowly as confidence is gradually rebuilt."
0,"The slowdown in the demand for import-intensive items, such as machinery and equipment and motor vehicles, contributed to a pronounced reduction in the growth of import volumes."
0,"Euro-area GDP growth in 2013 and 2014 has therefore been revised down to -0.3 per cent and 0.8 per cent, respectively."
0,Weaker exports would have negative implications for business investment since firms would hold back on expanding domestic capacity.
1,"Strong growth in the global demand for oil, together with only modest increases in world production, has resulted in sharply higher oil prices."
1,"The year-over-year increase in the average hourly wage (excluding overtime) for permanent workers, a relatively new addition to Statistics Canada's Labour Force Information, has shown a moderately accelerating trend since late 1998."
1,"This rise in consumer spending, combined with positive indicators of activity in the housing sector and non-residential construction, suggest a notable rebound in growth in the second quarter."
0,The outlook for the euro area is clouded by weak domestic demand.
1,Short-term inflation expectations have been steady in recent months.
1,Canada's economic growth in the first half of 2004 was higher than projected in the April Report.
0,Uncertainty surrounding the global outlook is an important risk for inflation in Canada.
1,"Residential investment is also expected to benefit from these factors, together with a rise in household formation and a gradual easing in credit standards as the competition for new mortgage lending intensifies."
0,"In the United States, economic growth is expected to remain below potential in 2009 and 2010, causing unemployment to continue to rise."
1,"The Bank's action in May, which followed a similar move by the U.S. Federal Reserve, was prompted by concerns about future pressure on capacity limits arising from strong international and domestic demand for Canadian products."
1,"As consumers increasingly perceive the decline in gasoline prices to be durable, they are more likely to increase their spending."
0,"Over the projection horizon, regional divergences in housing activity are expected to gradually fade and the contribution to real GDP growth from residential investment will decline."
1,"In Japan, inventory adjustments have been unexpectedly rapid, suggesting that the inventory cycle will exert less drag on output in the near term."
0,The main risk to this outlook for the Canadian economy is the possibility that the U.S. slowdown could be more protracted than anticipated.
0,"Despite recent improvements in the labour market, the level of employment is far below its previous peak, and long-term joblessness is at historically high levels."
0,The disasters that struck Japan in March will severely affect its economic activity in the first half of this year and create short-­term disruptions to supply chains in advanced economies.
1,Prices should begin to recover later on as the global economy gains strength.
0,There is also uncertainty about the sustainability of U.S. growth beyond mid-2004.
1,"In addition, and perhaps most importantly, the U.S. economy has continued to outperform expectations."
1,Lower oil prices act as a tax cut for consumers and firms by reducing the prices of transportation and other petroleum-related goods and services.
0,"As expected, total consumer price inflation has fallen sharply around the world since mid-2008, reflecting the sizable decline in oil and other commodity prices through early 2009."
1,"The contribution from public investment was also lower in the second quarter; growth in this sector remained strong, however, owing to reconstruction efforts following the natural disasters of March 2011."
1,"With the strong recovery in the first quarter of 2002, the amount of price discounting diminished appreciably."
1,"With economic activity firming, current levels of futures contracts indicate that financial market participants expect the Federal Reserve and the Bank to raise their respective target rates in coming months."
1,Real GDP growth in China remained strong at around 10 per cent in the second and third quarters.
1,"In this base-case projection, accommodative monetary policy, including some further monetary stimulus in 2008, a gradual recovery in the U.S. economy, and the eventual return to more normal credit conditions globally and in Canada, all help to bring aggregate demand back into balance with aggregate supply around mid-2010."
1,"The recovery will be supported by rising world demand, the ECB's recently announced policies, a relatively weak currency and ongoing structural reforms."
0,"The recovery in other industrial economies will be more delayed and more gradual than in the united states, owing to the less-ambitious policy actions undertaken so far and to ongoing difficulties in their banking systems."
1,"Commodity prices have surged since the autumn in response to strong demand, especially from emerging Asia, and have been boosted further more recently by a series of supply disruptions and geopolitical events."
0,The euro area is in recession.
1,U.S. economic activity strengthened through 2014.
0,"Nonetheless, the lower value of the U.S. dollar is expected to hold back the growth of Canada's exports and boost imports."
0,"Early in the year, with core inflation below target and excess supply in the economy, the Bank lowered its target for the overnight interest rate to 2 per cent to support growth in domestic demand."
0,"The profile for government spending is lower than in the January Report, reflecting spending plans announced in recent budgets at all levels of government, as well as the latest information provided by the National Accounts."
1,"This exceptional strength reflected robust growth in consumer spending, underpinned by favourable financial conditions and rising household employment and income."
1,"Over the past year, exports of services, driven by transportation services and travel services, have outperformed goods exports, and strong growth is projected to continue."
1,"But with robust domestic demand, some sectors - such as retail, wholesale, and housing - have been growing strongly."
1,"The Canadian economic recovery is expected to evolve largely as anticipated in the October Report, with the economy returning to full capacity in the third quarter of 2011."
0,The most recent data also show that the level of real GDP was 0 .1 per cent weaker than expected in the fourth quarter of 2017 .
1,"Notably, year-over-year growth in the number of manufacturing firms turned positive in first quarter of 2015 for the first time since 2008."
1,"Canada's real GDP advanced at an annual rate of 3.7 per cent in the first half of 2004, higher than that projected in the last Report."
1,"The effects of these factors appear to have largely dissipated, as suggested by the uptick in inflation in the euro area and Japan in recent months."
1,Natural gas prices are also up a little relative to January.
0,"Important structural reforms, which are necessary to expand potential growth, could also be delayed."
0,Residential investment is therefore projected to decline from the current historically high levels toward a more sustainable position.
1,"As well, the economic expansion in Japan appears to be building momentum."
0,"This growth profile is broadly in line with expectations at the time of the last Report, but nevertheless implies a lower GDP track than previously anticipated."
0,"With firms currently waiting to see a sustained increase in demand before committing to investment plans, investment intentions remain relatively subdued, even though indicators of business sentiment are close to their historical averages."
1,"Global economic growth is expected to be 2.9 per cent in 2014, picking up to 3.6 per cent in 2015 and 3.7 per cent in 2016."
0,The substantial jump in energy prices moved the rate of increase in the total CPI sharply higher to the upper end of the target range.
1,"In addition, there may be some upside risks to the trend rate of growth of labour inputs, at least over the near term."
0,"The slowing evident in the second quarter is projected to continue through the second half of this year, with GDP growth likely to be in the range of 2 to 2.5 per cent at annual rates - below the level of potential growth of the economy, which is now estimated at about 3.0 per cent."
1,These actions were taken to reduce the risk of rising inflation because demand had grown at a surprisingly rapid pace and the markets for many goods and services were already very tight.
1,Fiscal stimulus is expected to be focused on additional infrastructure spending and tax relief for businesses.
1,Non-commodity exports will also be supported by continued growth in foreign demand.
1,"To the extent that credit spreads remain low, firms should continue to have ready access to funding for investment."
0,"It is possible that markets have overreacted to slower growth in China, perceiving recent data as indicative of substantially weaker activity and commodity demand."
0,"Low rates of return on other assets, such as term deposits and GICs, have reduced the opportunity cost of holding liquid balances and have therefore contributed to very strong growth in the narrow money aggregates."
1,"The Chinese economy continues to rebalance toward a more sustainable growth path, broadly in line with the expectations set out in the October Report."
0,U.S. households could reduce their demand for housing and motor vehicles and attempt to rebuild savings more quickly than projected.
1,Financial markets also continue to have a healthy appetite for the security offerings of Canadian corporations.
1,"To support a rebound in the growth of aggregate demand in the second half of this year and in 2002, the Bank of Canada lowered its Bank Rate by 25 basis points on the 23 January announcement date, by 50 basis points on 6 March, and by 25 basis points on 17 April."
0,"By the end of the year, the output gap would widen by roughly an additional 1/4 percentage point."
1,Economic growth is expected to become more solidly entrenched over the projection period as self-sustaining growth in private demand takes hold.
0,"While almost all indicators that the Bank monitors continue to point to excess capacity, they differ widely in the signals they provide on the magnitude of current slack."
1,"China and the other Asian newly industrialized economies continue to expand rapidly, and will continue to do so over the next few years."
1,"The anticipated improvement in global economic growth, particularly in U.S. business and residential investment, is expected to lift Canadian exports over the projection horizon."
1,The Bank expects core inflation to remain around 2 per cent over the projection horizon as excess supply in the economy is slowly absorbed and inflation expectations remain well anchored.
1,Year-over-year growth in gross M1 was about 17 per cent in September.
0,"A sharp depreciation of the U.S. dollar against the Canadian dollar, as part of a broader currency adjustment, would further exacerbate the negative impact on the demand for Canadian-produced goods."
1,"In our view, the economy would have significant momentum well beyond this year, sustained by the significant amount of monetary easing that has already taken place."
0,"While the supply-chain disruptions resulting from the recent disasters in Japan are leading to volatility in the near-term profile of activity, the broader outlook is little changed, with the Bank continuing to project a moderate pace of growth ahead."
1,"Private sector demand in the United States has been stronger than expected, and could continue to surprise on the upside given the degree of household deleveraging that has already taken place."
1,"Over the period to the end of 1998, the economy is projected to expand at an annual rate of about 4 per cent."
0,"Taking into account the various indicators of capacity pressures, the Bank judges that there is material slack in the Canadian economy."
1,"The negative impact of lower oil prices will be gradually mitigated by stronger U.S. growth, the weaker Canadian dollar and the beneficial impact of lower oil prices on global economic growth."
1,Exports are expected to recover substantially in light of the anticipated growth of the U.S. economy.
0,Conditions in global financial markets have tightened in recent months as the sovereign debt crisis in the euro area has deepened and banking sector stress has remained elevated.
0,"Brazil, in particular, has been suffering a deep recession that is now expected to be more prolonged than first anticipated."
1,"The U.S. economy began to recover in the third quarter of 2009, registering growth of 2.2 per cent."
1,"The level of personal disposable income in the Bank's base-case projection is higher than in the April Report, largely reflecting historical revisions."
0,"While the effects of this adjustment are expected to dissipate, the outlook for the rest of the world is weaker relative to the January Report, reflecting further reductions in investment in the oil sector and additional fiscal cuts announced by some oil exporters."
0,The above projections indicate that the downward pressure on core inflation coming from slack in product markets will remain an important factor in coming quarters.
1,Results from the spring Business Outlook Survey indicate that the percentage of firms facing labour shortages has risen only modestly from the trough reached in the fourth quarter of 2009.
0,"Not surprisingly, responses from firms in the Prairies are particularly negative."
0,"However, the slowing U.S. economy has had a moderating effect on economic growth in Canada."
1,Economic growth is expected to remain broad-based across sectors.
1,"A number of labour market factors helped raise consumer confidence, which contributed to the considerable boost in sales of housing and durable goods in the first half of 1999 and into the third quarter."
0,"Overall, the Bank judges that the amount of excess capacity widened substantially during the first half of 2015 and has remained material in the second half, at between 1 and 2 per cent."
0,"Moreover, renewed tensions in foreign exchange markets could inhibit the necessary global adjustment and put additional pressure on freely floating currencies."
1,"The combined effects of a rise in long-term interest rates and a trade-weighted appreciation of the U.S. dollar may return the U.S. economy to a path of sustainable growth in the next few quarters, although one should not rule out the need for some monetary tightening by the Federal Reserve."
1,The Canadian economy is projected to operate slightly above its capacity through 2006 and to return to capacity by the end of 2008.
0,"The Japanese economy remains in recession, and the major European economies have been weakening."
1,"Overall, inflationary pressures have remained relatively contained in the United States, despite high and volatile energy prices."
0,Slack is also reflected in elevated levels of long-term unemployment and below-trend average hours worked.
1,"As a result, the profile for U.S. economic growth is stronger over the projection horizon than was anticipated in the last Report, despite the negative effects of higher oil prices."
1,Investments aimed at increasing capacity appear to be primarily in the energy sector.
1,The pace of expansion in business investment is projected to improve in 2013 once these effects begin to dissipate.
0,"While strong growth in net exports has provided some offset, business investment has suffered from limited access to credit and weakening consumer demand."
0,The Canadian economy contracted by 1.6 per cent (at an annualized rate) in the second quarter of 2016.
1,Growth in both short-term and long-term business credit remains solid.
0,"Nonetheless, the factors that weighed on investment growth in the second half of 2012 are expected to persist for some time."
1,The projected expansion in overall business investment is taking place despite a pullback in the energy sector associated with the recent completion of several large oil sands and offshore projects.
1,"The markets were receptive to new bond issuance, which has been strong since the last Report."
1,"Statistics Canada's measure of capacity utilization in the non-farm, goods-producing sector continues to indicate greater pressure on production capacity than the Bank's conventional estimate of the output gap."
0,"Financial conditions could deteriorate further, for example, in the event of an outsized market reaction to the expected normalization of U.S. monetary policy or more significant financial stress in China."
0,Firms may decide to redirect some of their planned investment spending from Canada to the United States to benefit from the lower corporate taxes.
1,Global food and energy prices could also boost inflation more than projected in the base case.
0,The Bank of England has also lowered its policy interest rate.
1,"A slightly higher profile for oil prices than previously assumed is also incorporated, as is the estimated impact of the increase in the Quebec Sales Tax."
1,A strengthening of the pace of economic expansion in the United States provided some support for Canada's exports.
0,"Economic activity was also adversely affected by the August blackout in Ontario and by the closure of international borders to imports of Canadian cattle, beef, and related products after the discovery of one case of bovine spongiform encephalopathy (BSE) last May."
